,close,date,tic
0,1.925,2000-01-01,sinawave_noise1
1,3.2050788484374926,2000-01-02,sinawave_noise1
2,4.4106116499999874,2000-01-03,sinawave_noise1
3,5.544249982812512,2000-01-04,sinawave_noise1
4,6.608588800000007,2000-01-05,sinawave_noise1
5,7.6061669921875,2000-01-06,sinawave_noise1
6,8.539467949999999,2000-01-07,sinawave_noise1
7,9.410920126562496,2000-01-08,sinawave_noise1
8,10.22289760000001,2000-01-09,sinawave_noise1
9,10.977720635937503,2000-01-10,sinawave_noise1
10,11.67765625,2000-01-11,sinawave_noise1
11,12.324918770312497,2000-01-12,sinawave_noise1
12,12.921670400000004,2000-01-13,sinawave_noise1
13,13.470021779687505,2000-01-14,sinawave_noise1
14,13.972032550000003,2000-01-15,sinawave_noise1
15,14.4297119140625,2000-01-16,sinawave_noise1
16,14.845019199999998,2000-01-17,sinawave_noise1
17,15.2198644234375,2000-01-18,sinawave_noise1
18,15.556108850000005,2000-01-19,sinawave_noise1
19,15.855565557812502,2000-01-20,sinawave_noise1
20,16.12,2000-01-21,sinawave_noise1
21,16.3511305671875,2000-01-22,sinawave_noise1
22,16.550629150000002,2000-01-23,sinawave_noise1
23,16.7201217015625,2000-01-24,sinawave_noise1
24,16.8611888,2000-01-25,sinawave_noise1
25,16.9753662109375,2000-01-26,sinawave_noise1
26,17.06414545,2000-01-27,sinawave_noise1
27,17.128974345312503,2000-01-28,sinawave_noise1
28,17.1712576,2000-01-29,sinawave_noise1
29,17.192357354687502,2000-01-30,sinawave_noise1
30,17.19359375,2000-01-31,sinawave_noise1
31,17.176245489062502,2000-02-01,sinawave_noise1
32,17.1415504,2000-02-02,sinawave_noise1
33,17.0907059984375,2000-02-03,sinawave_noise1
34,17.02487005,2000-02-04,sinawave_noise1
35,16.9451611328125,2000-02-05,sinawave_noise1
36,16.8526592,2000-02-06,sinawave_noise1
37,16.748406142187502,2000-02-07,sinawave_noise1
38,16.63340635,2000-02-08,sinawave_noise1
39,16.5086272765625,2000-02-09,sinawave_noise1
40,16.375,2000-02-10,sinawave_noise1
41,16.2334197859375,2000-02-11,sinawave_noise1
42,16.08474665,2000-02-12,sinawave_noise1
43,15.929805920312498,2000-02-13,sinawave_noise1
44,15.7693888,2000-02-14,sinawave_noise1
45,15.6042529296875,2000-02-15,sinawave_noise1
46,15.43512295,2000-02-16,sinawave_noise1
47,15.262691064062501,2000-02-17,sinawave_noise1
48,15.087617599999998,2000-02-18,sinawave_noise1
49,14.910531573437499,2000-02-19,sinawave_noise1
50,14.73203125,2000-02-20,sinawave_noise1
51,14.5526847078125,2000-02-21,sinawave_noise1
52,14.373030399999998,2000-02-22,sinawave_noise1
