,close,date,tic
0,4,2000-01-01,polynomial_noise2.csv
1,3,2000-01-02,polynomial_noise2.csv
2,2,2000-01-03,polynomial_noise2.csv
3,13.251938125312504,2000-01-04,polynomial_noise2.csv
4,13.629706240000003,2000-01-05,polynomial_noise2.csv
5,13.977252929687502,2000-01-06,polynomial_noise2.csv
6,14.295768509999998,2000-01-07,polynomial_noise2.csv
7,14.5864168590625,2000-01-08,polynomial_noise2.csv
8,14.850335680000002,2000-01-09,polynomial_noise2.csv
9,15.088636763437503,2000-01-10,polynomial_noise2.csv
10,15.30240625,2000-01-11,polynomial_noise2.csv
11,15.492704892812501,2000-01-12,polynomial_noise2.csv
12,15.660568320000003,2000-01-13,polynomial_noise2.csv
13,15.8070072971875,2000-01-14,polynomial_noise2.csv
14,15.933007990000004,2000-01-15,polynomial_noise2.csv
15,16.0395322265625,2000-01-16,polynomial_noise2.csv
16,16.12751776,2000-01-17,polynomial_noise2.csv
17,16.1978785309375,2000-01-18,polynomial_noise2.csv
18,16.25150493,2000-01-19,polynomial_noise2.csv
19,16.2892640603125,2000-01-20,polynomial_noise2.csv
20,16.312,2000-01-21,polynomial_noise2.csv
21,16.3205340646875,2000-01-22,polynomial_noise2.csv
22,16.31566507,2000-01-23,polynomial_noise2.csv
23,16.2981695940625,2000-01-24,polynomial_noise2.csv
24,16.268802240000003,2000-01-25,polynomial_noise2.csv
25,16.2282958984375,2000-01-26,polynomial_noise2.csv
26,16.17736201,2000-01-27,polynomial_noise2.csv
27,16.1166908278125,2000-01-28,polynomial_noise2.csv
28,16.04695168,2000-01-29,polynomial_noise2.csv
29,15.9687932321875,2000-01-30,polynomial_noise2.csv
30,15.88284375,2000-01-31,polynomial_noise2.csv
31,15.789711361562501,2000-02-01,polynomial_noise2.csv
32,15.689984319999999,2000-02-02,polynomial_noise2.csv
33,15.584231265937499,2000-02-03,polynomial_noise2.csv
34,15.473001490000001,2000-02-04,polynomial_noise2.csv
35,15.3568251953125,2000-02-05,polynomial_noise2.csv
36,15.23621376,2000-02-06,polynomial_noise2.csv
37,15.111659999687499,2000-02-07,polynomial_noise2.csv
38,14.983638430000001,2000-02-08,polynomial_noise2.csv
39,14.852605529062497,2000-02-09,polynomial_noise2.csv
40,14.719000000000001,2000-02-10,polynomial_noise2.csv
41,14.5832430334375,2000-02-11,polynomial_noise2.csv
42,14.445738569999998,2000-02-12,polynomial_noise2.csv
43,14.3068735628125,2000-02-13,polynomial_noise2.csv
44,14.167018239999999,2000-02-14,polynomial_noise2.csv
45,14.0265263671875,2000-02-15,polynomial_noise2.csv
46,13.88573551,2000-02-16,polynomial_noise2.csv
47,13.7449672965625,2000-02-17,polynomial_noise2.csv
48,13.60452768,2000-02-18,polynomial_noise2.csv
49,13.4647072009375,2000-02-19,polynomial_noise2.csv
50,13.32578125,2000-02-20,polynomial_noise2.csv
51,13.1880103303125,2000-02-21,polynomial_noise2.csv
52,13.051640319999999,2000-02-22,polynomial_noise2.csv
53,12.9169027346875,2000-02-23,polynomial_noise2.csv
54,12.784014990000001,2000-02-24,polynomial_noise2.csv
55,12.6531806640625,2000-02-25,polynomial_noise2.csv
56,12.524589760000001,2000-02-26,polynomial_noise2.csv
57,12.3984189684375,2000-02-27,polynomial_noise2.csv
58,12.27483193,2000-02-28,polynomial_noise2.csv
59,12.1539794978125,2000-02-29,polynomial_noise2.csv
60,12.036,2000-03-01,polynomial_noise2.csv
61,11.9210195021875,2000-03-02,polynomial_noise2.csv
62,11.80915207,2000-03-03,polynomial_noise2.csv
63,11.700500031562502,2000-03-04,polynomial_noise2.csv
64,11.59515424,2000-03-05,polynomial_noise2.csv
65,11.4931943359375,2000-03-06,polynomial_noise2.csv
66,11.39468901,2000-03-07,polynomial_noise2.csv
67,11.2996962653125,2000-03-08,polynomial_noise2.csv
68,11.20826368,2000-03-09,polynomial_noise2.csv
69,11.1204286696875,2000-03-10,polynomial_noise2.csv
70,11.03621875,2000-03-11,polynomial_noise2.csv
71,10.955651799062501,2000-03-12,polynomial_noise2.csv
72,10.87873632,2000-03-13,polynomial_noise2.csv
73,10.8054717034375,2000-03-14,polynomial_noise2.csv
74,10.73584849,2000-03-15,polynomial_noise2.csv
75,10.6698486328125,2000-03-16,polynomial_noise2.csv
76,10.607445760000001,2000-03-17,polynomial_noise2.csv
77,10.5486054371875,2000-03-18,polynomial_noise2.csv
78,10.49328543,2000-03-19,polynomial_noise2.csv
79,10.441435966562501,2000-03-20,polynomial_noise2.csv
80,10.392999999999999,2000-03-21,polynomial_noise2.csv
81,10.347913470937499,2000-03-22,polynomial_noise2.csv
82,10.30610557,2000-03-23,polynomial_noise2.csv
83,10.267499000312501,2000-03-24,polynomial_noise2.csv
84,10.23201024,2000-03-25,polynomial_noise2.csv
85,10.1995498046875,2000-03-26,polynomial_noise2.csv
86,10.17002251,2000-03-27,polynomial_noise2.csv
87,10.1433277340625,2000-03-28,polynomial_noise2.csv
88,10.11935968,2000-03-29,polynomial_noise2.csv
89,10.098007638437501,2000-03-30,polynomial_noise2.csv
90,10.07915625,2000-03-31,polynomial_noise2.csv
91,10.0626857678125,2000-04-01,polynomial_noise2.csv
92,10.04847232,2000-04-02,polynomial_noise2.csv
93,10.0363881721875,2000-04-03,polynomial_noise2.csv
94,10.02630199,2000-04-04,polynomial_noise2.csv
95,10.0180791015625,2000-04-05,polynomial_noise2.csv
96,10.01158176,2000-04-06,polynomial_noise2.csv
97,10.006669405937501,2000-04-07,polynomial_noise2.csv
98,10.00319893,2000-04-08,polynomial_noise2.csv
99,10.0010249353125,2000-04-09,polynomial_noise2.csv
100,10.0,2000-04-10,polynomial_noise2.csv
101,9.9999749396875,2000-04-11,polynomial_noise2.csv
102,10.000799070000001,2000-04-12,polynomial_noise2.csv
103,10.0023204690625,2000-04-13,polynomial_noise2.csv
104,10.00438624,2000-04-14,polynomial_noise2.csv
105,10.0068427734375,2000-04-15,polynomial_noise2.csv
106,10.00953601,2000-04-16,polynomial_noise2.csv
107,10.0123117028125,2000-04-17,polynomial_noise2.csv
108,10.01501568,2000-04-18,polynomial_noise2.csv
109,10.0174941071875,2000-04-19,polynomial_noise2.csv
110,10.01959375,2000-04-20,polynomial_noise2.csv
111,10.0211622365625,2000-04-21,polynomial_noise2.csv
112,10.02204832,2000-04-22,polynomial_noise2.csv
113,10.0221021409375,2000-04-23,polynomial_noise2.csv
114,10.021175490000001,2000-04-24,polynomial_noise2.csv
115,10.0191220703125,2000-04-25,polynomial_noise2.csv
116,10.01579776,2000-04-26,polynomial_noise2.csv
117,10.0110608746875,2000-04-27,polynomial_noise2.csv
118,10.004772430000001,2000-04-28,polynomial_noise2.csv
119,9.9967964040625,2000-04-29,polynomial_noise2.csv
120,9.987,2000-04-30,polynomial_noise2.csv
121,9.9752539084375,2000-05-01,polynomial_noise2.csv
122,9.96143257,2000-05-02,polynomial_noise2.csv
123,9.9454144378125,2000-05-03,polynomial_noise2.csv
124,9.927082239999999,2000-05-04,polynomial_noise2.csv
125,9.9063232421875,2000-05-05,polynomial_noise2.csv
126,9.88302951,2000-05-06,polynomial_noise2.csv
127,9.8570981715625,2000-05-07,polynomial_noise2.csv
128,9.82843168,2000-05-08,polynomial_noise2.csv
129,9.796938075937499,2000-05-09,polynomial_noise2.csv
130,9.76253125,2000-05-10,polynomial_noise2.csv
131,9.7251312053125,2000-05-11,polynomial_noise2.csv
132,9.68466432,2000-05-12,polynomial_noise2.csv
133,9.6410636096875,2000-05-13,polynomial_noise2.csv
134,9.59426899,2000-05-14,polynomial_noise2.csv
135,9.5442275390625,2000-05-15,polynomial_noise2.csv
136,9.49089376,2000-05-16,polynomial_noise2.csv
137,9.4342298434375,2000-05-17,polynomial_noise2.csv
138,9.37420593,2000-05-18,polynomial_noise2.csv
139,9.310800372812501,2000-05-19,polynomial_noise2.csv
140,9.244,2000-05-20,polynomial_noise2.csv
141,9.1738003771875,2000-05-21,polynomial_noise2.csv
142,9.100206069999999,2000-05-22,polynomial_noise2.csv
143,9.0232309065625,2000-05-23,polynomial_noise2.csv
144,8.94289824,2000-05-24,polynomial_noise2.csv
145,8.859241210937501,2000-05-25,polynomial_noise2.csv
146,8.77230301,2000-05-26,polynomial_noise2.csv
147,8.6821371403125,2000-05-27,polynomial_noise2.csv
148,8.58880768,2000-05-28,polynomial_noise2.csv
149,8.4923895446875,2000-05-29,polynomial_noise2.csv
150,8.39296875,2000-05-30,polynomial_noise2.csv
151,8.290642674062502,2000-05-31,polynomial_noise2.csv
152,8.18552032,2000-06-01,polynomial_noise2.csv
153,8.0777225784375,2000-06-02,polynomial_noise2.csv
154,7.96738249,2000-06-03,polynomial_noise2.csv
155,7.854645507812499,2000-06-04,polynomial_noise2.csv
156,7.739669759999999,2000-06-05,polynomial_noise2.csv
157,7.6226263121875,2000-06-06,polynomial_noise2.csv
158,7.503699429999999,2000-06-07,polynomial_noise2.csv
159,7.383086841562499,2000-06-08,polynomial_noise2.csv
160,7.261,2000-06-09,polynomial_noise2.csv
161,7.137664345937501,2000-06-10,polynomial_noise2.csv
162,7.01331957,2000-06-11,polynomial_noise2.csv
163,6.8882198753125,2000-06-12,polynomial_noise2.csv
164,6.762634239999999,2000-06-13,polynomial_noise2.csv
165,6.636846679687499,2000-06-14,polynomial_noise2.csv
166,6.511156509999998,2000-06-15,polynomial_noise2.csv
167,6.385878609062499,2000-06-16,polynomial_noise2.csv
168,6.2613436799999995,2000-06-17,polynomial_noise2.csv
169,6.137898513437499,2000-06-18,polynomial_noise2.csv
170,6.0159062500000005,2000-06-19,polynomial_noise2.csv
171,5.895746642812501,2000-06-20,polynomial_noise2.csv
172,5.7778163199999995,2000-06-21,polynomial_noise2.csv
173,5.662529047187499,2000-06-22,polynomial_noise2.csv
174,5.550315989999999,2000-06-23,polynomial_noise2.csv
175,5.4416259765625,2000-06-24,polynomial_noise2.csv
176,5.336925759999999,2000-06-25,polynomial_noise2.csv
177,5.236700280937502,2000-06-26,polynomial_noise2.csv
178,5.141452929999999,2000-06-27,polynomial_noise2.csv
179,5.0517058103125,2000-06-28,polynomial_noise2.csv
180,4.968,2000-06-29,polynomial_noise2.csv
181,4.890895814687501,2000-06-30,polynomial_noise2.csv
182,4.820973070000001,2000-07-01,polynomial_noise2.csv
183,4.758831344062498,2000-07-02,polynomial_noise2.csv
184,4.705090239999997,2000-07-03,polynomial_noise2.csv
185,4.660389648437499,2000-07-04,polynomial_noise2.csv
186,4.6253900099999985,2000-07-05,polynomial_noise2.csv
187,4.600772577812502,2000-07-06,polynomial_noise2.csv
188,4.587239679999998,2000-07-07,polynomial_noise2.csv
189,4.585514982187499,2000-07-08,polynomial_noise2.csv
190,4.596343749999999,2000-07-09,polynomial_noise2.csv
191,4.6204931115625,2000-07-10,polynomial_noise2.csv
192,4.658752319999999,2000-07-11,polynomial_noise2.csv
193,4.7119330159375,2000-07-12,polynomial_noise2.csv
194,4.780869490000004,2000-07-13,polynomial_noise2.csv
195,4.866418945312498,2000-07-14,polynomial_noise2.csv
196,4.969461759999997,2000-07-15,polynomial_noise2.csv
197,5.090901749687496,2000-07-16,polynomial_noise2.csv
198,5.231666430000002,2000-07-17,polynomial_noise2.csv
199,5.392707279062497,2000-07-18,polynomial_noise2.csv
